what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.R37x_v20110714,"org.eclipse.equinox.p2.artifact.repository",1327903049734
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1327903049735
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110504-1715,"org.eclipse.equinox.p2.director",1327903049735
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1327903049736
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1327903049736
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110510,"org.eclipse.equinox.p2.extensionlocation",1327903049736
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1327903049736
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1327903049736
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1327903049736
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1327903049737
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1327903049737
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1327903049737
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1327903049737
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.R37x_v20110815-0935,"org.eclipse.equinox.p2.touchpoint.eclipse",1327903049737
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1327903049738
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1327903049738
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1327903049738
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110510,"org.eclipse.equinox.p2.updatesite",1327903049738
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1327903049738
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1327903049738
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1327903049738
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1327903049739
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1327903049739
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1327903049739
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1327903049739
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1327903049739
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1327903049739
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1327903049739
started,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1327903049739
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1327903049739
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1327903049739
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1327903049739
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1327903049740
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1327903049740
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1327903049740
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1327903049740
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1327903049740
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1327903049740
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1327903049740
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1327903049740
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1327903049740
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1327903049740
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1327903049740
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1327903049741
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1327903049741
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1327903049741
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1327903049741
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1327903049741
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1327903049741
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1327903049741
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1327903049741
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1327903049741
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1327903049741
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1327903049741
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1327903049741
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1327903049742
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1327903049742
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1327903049742
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1327903049742
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1327903049742
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1327903049742
started,bundle,com.aptana.core,3.0.4.1323890190,"com.aptana.core",1327903049742
started,bundle,com.aptana.filewatcher,3.0.1.1317316381,"com.aptana.filewatcher",1327903049760
started,bundle,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui",1327903049760
started,bundle,com.aptana.scripting,3.0.0.1323292937,"com.aptana.scripting",1327903049760
started,bundle,com.aptana.scripting.ui,3.0.0.1322862427,"com.aptana.scripting.ui",1327903049760
started,bundle,com.aptana.theme,3.0.0.1320258654,"com.aptana.theme",1327903049760
started,bundle,com.aptana.usage,3.0.0.1323995946,"com.aptana.usage",1327903049761
os,sysinfo,,,"win32",1327903049762
arch,sysinfo,,,"x86_64",1327903049762
ws,sysinfo,,,"win32",1327903049762
locale,sysinfo,,,"en_US",1327903049762
processors,sysinfo,,,"4",1327903049762
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1327903049762
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1327903049762
java.specification.name,sysinfo,,,"Java Platform API Specification",1327903049762
java.specification.vendor,sysinfo,,,"Oracle Corporation",1327903049762
java.specification.version,sysinfo,,,"1.7",1327903049762
java.vendor,sysinfo,,,"Oracle Corporation",1327903049762
java.version,sysinfo,,,"1.7.0_02",1327903049762
java.vm.info,sysinfo,,,"mixed mode",1327903049762
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1327903049762
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1327903049762
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1327903049762
java.vm.specification.version,sysinfo,,,"1.7",1327903049762
java.vm.vendor,sysinfo,,,"Oracle Corporation",1327903049762
java.vm.version,sysinfo,,,"22.0-b10",1327903049762
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1327903049764
started,bundle,com.aptana.explorer,3.0.0.1316716614,"com.aptana.explorer",1327903050284
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1327903050839
started,bundle,org.python.pydev.red_core,2.2.4.2011121401,"org.python.pydev.red_core",1327903050964
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1327903051111
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1327903051114
error,log,,,"DDMS files not found: E:\\Program Files\\eclipse\\platform-tools\\adb.exe E:\\Program Files\\eclipse\\tools\\hprof-conv.exe E:\\Program Files\\eclipse\\tools\\traceview.bat ",1327903051137
started,bundle,com.aptana.ui,3.0.3.1323462907,"com.aptana.ui",1327903051140
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1327903051150
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327903051833
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1327903051980
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1327903052011
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1327903052015
started,bundle,org.eclipse.dltk.core,3.0.1.v20110823,"org.eclipse.dltk.core",1327903052024
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327903052520
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1327903052588
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1327903052839
started,bundle,org.eclipse.dltk.launching,3.0.0.v20110423,"org.eclipse.dltk.launching",1327903052892
started,bundle,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui",1327903052952
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327903053029
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327903053163
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1327903053196
started,bundle,com.aptana.browser,3.0.0.1319670764,"com.aptana.browser",1327903053404
started,bundle,com.aptana.configurations,3.0.3.1314659572,"com.aptana.configurations",1327903053421
started,bundle,com.aptana.projects,3.0.0.1323462907,"com.aptana.projects",1327903053485
started,bundle,com.aptana.samples.ui,3.0.0.1322862427,"com.aptana.samples.ui",1327903053489
started,bundle,com.aptana.samples,3.0.0.1322862427,"com.aptana.samples",1327903053492
opened,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1327903053509
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1327903053604
activated,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1327903053639
started,bundle,com.aptana.console,3.0.0.1321573158,"com.aptana.console",1327903054621
started,bundle,org.python.pydev.core,2.2.4.2011121401,"org.python.pydev.core",1327903054730
started,bundle,org.python.pydev.debug,2.2.4.2011121401,"org.python.pydev.debug",1327903054739
started,bundle,com.python.pydev.analysis,2.2.4.2011121401,"com.python.pydev.analysis",1327903054962
started,bundle,org.python.pydev,2.2.4.2011121401,"org.python.pydev",1327903054988
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1327903055322
started,bundle,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.php.debug.ui",1327903055968
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1327903056128
started,bundle,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui",1327903056246
started,bundle,org.eclipse.php.core,3.0.0.v20110516-1100,"org.eclipse.php.core",1327903056781
started,bundle,org.eclipse.dltk.core.index.sql,3.0.0.v20110423,"org.eclipse.dltk.core.index.sql",1327903057173
started,bundle,org.eclipse.dltk.core.index.sql.h2,3.0.0.v20110423,"org.eclipse.dltk.core.index.sql.h2",1327903057922
started,bundle,com.aptana.preview,3.0.0.1315523439,"com.aptana.preview",1327903439129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327903439135
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327903440950
closed,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1327903440950
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327903448136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327903476215
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327903476311
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1327903476781
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1327903476785
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1327903477124
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1327903477150
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1327903477150
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1327903477150
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1327903477150
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1327903477150
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1327903477150
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1327903477150
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,16.0.1.v201112150204-238534,"overlay.com.android.ide.eclipse.adt.overlay",1327903477150
stopped,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1327903477177
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1327903477177
stopped,bundle,com.aptana.documentation,3.0.0.1312318673,"com.aptana.documentation",1327903477177
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1327903477178
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1327903477178
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1327903477178
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1327903477433
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1327903477435
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1327903477436
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1327903477436
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1327903477436
stopped,bundle,com.aptana.portal.ui.eclipse35,3.0.0.1317250778,"com.aptana.portal.ui.eclipse35",1327903477436
stopped,bundle,com.aptana.portal.ui.eclipse36,3.0.0.1313011284,"com.aptana.portal.ui.eclipse36",1327903477437
stopped,bundle,com.aptana.samples.ui,3.0.0.1322862427,"com.aptana.samples.ui",1327903477437
stopped,bundle,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui",1327903477437
stopped,bundle,com.aptana.configurations,3.0.3.1314659572,"com.aptana.configurations",1327903477437
stopped,bundle,com.aptana.editor.css.formatter,3.0.0.1317047038,"com.aptana.editor.css.formatter",1327903477437
stopped,bundle,com.aptana.editor.ruby.formatter.epl,3.0.2.1318551485,"com.aptana.editor.ruby.formatter.epl",1327903477437
stopped,bundle,com.aptana.editor.haml,3.0.2.1319153036,"com.aptana.editor.haml",1327903477437
stopped,bundle,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui",1327903477437
stopped,bundle,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb",1327903477437
stopped,bundle,com.aptana.editor.php.formatter,3.0.0.1322528867,"com.aptana.editor.php.formatter",1327903477437
stopped,bundle,org.python.pydev.django_templates,2.2.4.2011121401,"org.python.pydev.django_templates",1327903477437
stopped,bundle,com.aptana.editor.html.formatter,3.0.3.1314367174,"com.aptana.editor.html.formatter",1327903477437
stopped,bundle,com.aptana.editor.markdown,3.0.0.1312318673,"com.aptana.editor.markdown",1327903477437
stopped,bundle,com.aptana.editor.php,3.0.3.1322528867,"com.aptana.editor.php",1327903477437
stopped,bundle,org.radrails.rails.ui,3.0.2.1320689232,"org.radrails.rails.ui",1327903477437
stopped,bundle,com.aptana.workbench,3.0.0.1312932604,"com.aptana.workbench",1327903477437
stopped,bundle,com.aptana.explorer,3.0.0.1316716614,"com.aptana.explorer",1327903477437
stopped,bundle,com.aptana.js.debug.ui,3.0.0.1313451701,"com.aptana.js.debug.ui",1327903477437
stopped,bundle,com.aptana.editor.html,3.0.3.1322511901,"com.aptana.editor.html",1327903477438
stopped,bundle,com.aptana.editor.sass,3.0.2.1322070237,"com.aptana.editor.sass",1327903477438
stopped,bundle,com.aptana.editor.svg,3.0.3.1317303845,"com.aptana.editor.svg",1327903477438
stopped,bundle,com.aptana.editor.css,3.0.3.1321289519,"com.aptana.editor.css",1327903477438
stopped,bundle,com.aptana.editor.coffee,3.0.0.1319215873,"com.aptana.editor.coffee",1327903477438
stopped,bundle,com.aptana.editor.js.formatter,3.0.3.1319229955,"com.aptana.editor.js.formatter",1327903477438
stopped,bundle,com.aptana.editor.js,3.0.3.1321635969,"com.aptana.editor.js",1327903477438
stopped,bundle,com.aptana.deploy.capistrano,3.0.3.1321500599,"com.aptana.deploy.capistrano",1327903477438
stopped,bundle,com.aptana.deploy.engineyard,3.0.3.1321500599,"com.aptana.deploy.engineyard",1327903477438
stopped,bundle,com.aptana.deploy.ftp,3.0.3.1321500599,"com.aptana.deploy.ftp",1327903477438
stopped,bundle,com.aptana.deploy.heroku,3.0.3.1321500599,"com.aptana.deploy.heroku",1327903477438
stopped,bundle,com.aptana.deploy,3.0.3.1317162654,"com.aptana.deploy",1327903477438
stopped,bundle,com.aptana.editor.beaver,3.0.0.1318454741,"com.aptana.editor.beaver",1327903477438
stopped,bundle,com.aptana.editor.diff,3.0.0.1317303845,"com.aptana.editor.diff",1327903477438
stopped,bundle,com.aptana.editor.xml.formatter,3.0.0.1312932604,"com.aptana.editor.xml.formatter",1327903477438
stopped,bundle,com.aptana.editor.xml,3.0.0.1319571596,"com.aptana.editor.xml",1327903477438
stopped,bundle,com.aptana.editor.json,3.0.0.1319153173,"com.aptana.editor.json",1327903477438
stopped,bundle,com.aptana.formatter.ui.epl,3.0.0.1312932604,"com.aptana.formatter.ui.epl",1327903477438
stopped,bundle,com.aptana.editor.dtd,3.0.0.1312318673,"com.aptana.editor.dtd",1327903477438
stopped,bundle,com.aptana.editor.idl,3.0.0.1312318673,"com.aptana.editor.idl",1327903477439
stopped,bundle,com.aptana.editor.php.epl,3.0.0.1322528867,"com.aptana.editor.php.epl",1327903477439
stopped,bundle,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1327903477439
stopped,bundle,com.aptana.ruby.ui,3.0.2.1322528885,"com.aptana.ruby.ui",1327903477439
stopped,bundle,com.aptana.projects,3.0.0.1323462907,"com.aptana.projects",1327903477439
stopped,bundle,com.aptana.syncing.ui,3.0.3.1320185576,"com.aptana.syncing.ui",1327903477439
stopped,bundle,com.aptana.ui.secureftp,3.0.0.1313195111,"com.aptana.ui.secureftp",1327903477439
stopped,bundle,com.aptana.ui.ftp,3.0.0.1315851584,"com.aptana.ui.ftp",1327903477439
stopped,bundle,com.aptana.ui.s3,3.0.0.1312932604,"com.aptana.ui.s3",1327903477439
stopped,bundle,com.aptana.ui.io,3.0.0.1323820142,"com.aptana.ui.io",1327903477439
stopped,bundle,com.aptana.editor.text,3.0.0.1312318673,"com.aptana.editor.text",1327903477439
stopped,bundle,com.aptana.editor.yaml,3.0.0.1319153173,"com.aptana.editor.yaml",1327903477439
stopped,bundle,com.aptana.preview,3.0.0.1315523439,"com.aptana.preview",1327903477439
stopped,bundle,org.python.pydev.red_core,2.2.4.2011121401,"org.python.pydev.red_core",1327903477439
stopped,bundle,com.aptana.editor.common,3.0.3.1323901670,"com.aptana.editor.common",1327903477439
stopped,bundle,com.aptana.samples,3.0.0.1322862427,"com.aptana.samples",1327903477439
stopped,bundle,com.aptana.scripting.ui,3.0.0.1322862427,"com.aptana.scripting.ui",1327903477439
stopped,bundle,com.aptana.git.ui,3.0.3.1321981043,"com.aptana.git.ui",1327903477439
stopped,bundle,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal",1327903477439
stopped,bundle,com.aptana.console,3.0.0.1321573158,"com.aptana.console",1327903477439
stopped,bundle,com.aptana.formatter.epl,3.0.0.1314743046,"com.aptana.formatter.epl",1327903477439
stopped,bundle,com.aptana.index.core.ui,3.0.0.1315934874,"com.aptana.index.core.ui",1327903477439
stopped,bundle,com.aptana.theme,3.0.0.1320258654,"com.aptana.theme",1327903477439
stopped,bundle,com.aptana.scripting,3.0.0.1323292937,"com.aptana.scripting",1327903477709
stopped,bundle,com.aptana.debug.ui,3.0.3.1313193469,"com.aptana.debug.ui",1327903477709
stopped,bundle,com.aptana.editor.findbar,3.0.0.1316623122,"com.aptana.editor.findbar",1327903477709
stopped,bundle,com.aptana.webserver.ui,3.0.0.1322781931,"com.aptana.webserver.ui",1327903477710
stopped,bundle,com.aptana.ui,3.0.3.1323462907,"com.aptana.ui",1327903477710
stopped,bundle,com.aptana.buildpath.core,3.0.0.1312932604,"com.aptana.buildpath.core",1327903477710
stopped,bundle,com.aptana.ruby.core,3.0.2.1319731509,"com.aptana.ruby.core",1327903477710
stopped,bundle,com.aptana.index.core,3.0.0.1319825135,"com.aptana.index.core",1327903477710
error,log,,,"(Build 3.0.0.1323995946) [ERROR]  An error occurred while shutting down the database",1327903478150
stopped,bundle,com.aptana.usage,3.0.0.1323995946,"com.aptana.usage",1327903478153
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1327903478153
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1327903478153
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1327903478153
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1327903478153
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1327903478153
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1327903478153
stopped,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201109151100-r,"org.eclipse.egit.mylyn.ui",1327903478153
stopped,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1327903478153
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1327903478154
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1327903478154
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1327903478154
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1327903478154
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1327903478154
